Index,야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,부지면적,건축연면적,1일최대수용인원수,주차장면수,편의시설,안전시설,기타부대시설,이용시간,이용요금,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
625,도림사오토캠핑장,야영장,35.2620782,127.266823,전라남도 곡성군 곡성읍 도림로 74,전라남도 곡성군 곡성읍 구원리 553-3,061-363-6224,38,27024,354,500,300,전기시설+상하수도시설+샤워실,소화기+대피공간,"카라반 25대, 캐빈 14동",지정일 15:00~익일 11:00,텐트:20000원+ 카라반:40000~100000원,061-360-8360,전라남도 곡성군청,2019-06-27,4860000,전라남도 곡성군
626,태백소원지 오토캠핑장,야영장,37.1335996,128.961431,,강원도 태백시 소도동 60,033-553-1253,100,23878,,300,,화장실(샤워실),소화기+대피공간,,지정일14:00~익일12:00,"25,000원~30,000원",033-550-2081,강원도 태백시청,2019-06-17,4220000,강원도 태백시
627,단풍숲캠핑장,야영장,37.12441983,127.3130852,경기도 용인시 처인구 원삼면 보개원삼로1462번길 14-22,경기도 용인시 처인구 원삼면 목신리 258-48번지,000-0000-0000,13,,,50,,전기시설+하수도시설+개수대,소화기+확성기+안전게시물+대피소+관리요원,,,,031-324-2117,용인시청,2019-12-03,4050000,경기도 용인시
628,용인자연휴양림,야영장,37.31487489,127.2678463,경기도 용인시 처인구 모현읍 초부로 220,경기도 용인시 처인구 모현면 초부리 산21-4번지,031-336-0040,25,,,100,,하수도시설+전기시설+개수대+샤워실,소화기+방송장비+안전게시물+대피소+관리요원,,,,031-324-2117,용인시청,2019-12-03,4050000,경기도 용인시
629,문수산캠핑장,야영장,37.16224579,127.252878,경기도 용인시 처인구 이동읍 이원로 637-1,경기도 용인시 처인구 이동면 묵리 205번지,000-0000-0000,19,,,76,,하수도시설+전기시설+개수대,소화기+확성기+안전게시물+관리요원+대피소,,,,031-324-2117,용인시청,2019-12-03,4050000,경기도 용인시
630,우리꽃캠핑장,야영장,37.2961938,127.0938812,경기도 용인시 기흥구 신정로301번길 65,경기도 용인시 기흥구 보정동 1056번지,000-0000-0000,10,,,40,,하수도시설+전기시설+개수대,소화기+확성기+안전게시물+관리요원+대피소,,,,031-324-2117,용인시청,2019-12-03,4050000,경기도 용인시
631,용인자연숲캠핑장,야영장,37.20689,127.310903,,경기도 용인시 처인구 원삼면 좌항리 224-4번지,000-0000-0000,13,,,50,,하수도시설+전기시설+개수대,소화기+확성기+안전게시물+관리요원+대피소,,,,031-324-2117,용인시청,2019-12-03,4050000,경기도 용인시
632,숲속에 안뜰,야영장,37.18302227,127.3084259,경기도 용인시 처인구 원삼면 원양로 250-23,경기도 용인시 처인구 원삼면 사암리 82-1번지,031-339-1599,8,,,32,,하수도시설+전기시설+개수대,소화기+확성기+안전게시물+관리요원,,,,031-324-2117,용인시청,2019-12-03,4050000,경기도 용인시
633,숲속향기캠핑장,야영장,37.25076943,127.2607165,경기도 용인시 처인구 양지면 주북로235번길 56,경기도 용인시 처인구 양지면 주북리 318-1번지,000-0000-0000,4,,,15,,하수도시설+전기시설+개수대,소화기+확성기+안전게시물+관리요원,,,,031-324-2117,용인시청,2019-12-03,4050000,경기도 용인시
634,구봉산오토캠핑장 나인힐스,야영장,37.11774442,127.3132197,경기도 용인시 처인구 원삼면 보개원삼로1372번길 41,경기도 용인시 처인구 원삼면 목신리 83-61번지,000-0000-0000,50,,,200,,하수도시설+전기시설+개수대,소화기+확성기+안전게시물+관리요원,,,,031-324-2117,용인시청,2019-12-03,4050000,경기도 용인시
635,캐리비안캠프,야영장,37.28436529,127.2090954,경기도 용인시 처인구 포곡읍 마성로 356,경기도 용인시 처인구 포곡읍 전대리 457-3번지,000-0000-0000,13,,,52,,하수도시설+전기시설+취사시설,소화기+확성기+안전게시물+관리요원+대피소,,,,031-324-2117,용인시청,2019-12-03,4050000,경기도 용인시
636,용인힐링캠핑장,야영장,37.11561347,127.3080353,경기도 용인시 처인구 원삼면 보개원삼로 1361,경기도 용인시 처인구 원삼면 목신리 169-1번지,000-0000-0000,20,,,80,,하수도시설+전기시설+개수대,소화기+확성기+안전게시물+관리요원,,,,031-324-2117,용인시청,2019-12-03,4050000,경기도 용인시
637,용인랜드 숲속캠핑장,야영장,37.25887698,127.2582554,경기도 용인시 처인구 양지면 한터로454번길 33-17,경기도 용인시 처인구 양지면 대대리 292번지,000-0000-0000,20,,,80,,하수도시설+전기시설+개수대,소화기+확성기+안전게시물+관리요원,,,,031-324-2117,용인시청,2019-12-03,4050000,경기도 용인시
638,다누리골테마파크,야영장,37.12936959,127.2435092,경기도 용인시 처인구 이동읍 묘봉로277번길41,경기도 용인시 처인구 이동면 묘봉리 77-4번지,000-0000-0000,25,,,100,,하수도시설+전기시설+개수대+샤워실,소화기+확성기+대피소+관리요원,,,,031-324-2117,용인시청,2019-12-03,4050000,경기도 용인시
639,골드펫리조트,야영장,37.2210172,127.1387395,경기도 용인시 기흥구 기흥단지로 406,경기도 용인시 기흥구 고매동 5-73번지 골드훼미리콘도,031-286-9111,23,,,92,,하수도시설+전기시설+개수대+샤워실,소화기+방송장비+안전게시물+관리요원,,,,031-324-2117,용인시청,2019-12-03,4050000,경기도 용인시
640,힐포인트,야영장,37.35136248,127.0527808,경기도 용인시 수지구 동천로 541,경기도 용인시 수지구 고기동 346-1번지,070-7761-4882,16,,,64,,하수도시설+전기시설+개수대+샤워실,소화기+확성기+안전게시물+관리요원,,,,031-324-2117,용인시청,2019-12-03,4050000,경기도 용인시
641,양지파인글램핑,야영장,37.21038292,127.2937748,경기도 용인시 처인구 양지면 남평로 112,경기도 용인시 처인구 양지면 남곡리 34-1번지,031-329-9526,15,,,60,,하수도시설+전기시설+개수대+샤워실,소화기+확성기+안전게시물+관리요원,,,,031-324-2117,용인시청,2019-12-03,4050000,경기도 용인시
642,씨밀레자연관광농원,야영장,37.16334636,127.2488691,경기도 용인시 처인구 이동읍 이원로601번길 1-7,경기도 용인시 처인구 이동면 묵리 382-4번지,000-0000-0000,15,,,60,,하수도시설+전기시설+개수대+샤워실,소화기+확성기+안전게시물+관리요원,,,,031-324-2117,용인시청,2019-12-03,4050000,경기도 용인시
643,산유리캠핑장,야영장,37.758441,127.5040851,경기도 가평군 가평읍 분자골로 91,경기도 가평군 가평읍 산유리 528-1,031-0000-0000,7,1149,,28,7,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2073,가평군청 관광과,2019-09-08,4160000,경기도 가평군
644,용소캠핑장,야영장,37.954655,127.473202,경기도 가평군 북면 가화로 2411-32,경기도 가평군 도대리 335-3,031-0000-0000,20,2990,,80,20,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2073,가평군청 관광과,2019-09-08,4160000,경기도 가평군
645,맑은물소리캠핑장,야영장,37.634859,127.472863,경기도 가평군 설악면 가마소길 17-270,경기도 가평군 설악면 천안리 727-6,031-0000-0000,10,2185,,40,10,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2073,가평군청 관광과,2019-09-08,4160000,경기도 가평군
646,오하브글램핑,야영장,37.895974,127.526814,경기도 가평군 북면 꽃넘이길 43,경기도 가평군 북면 제령리 533-1,031-0000-0000,9,6792,,36,9,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2073,가평군청 관광과,2019-09-08,4160000,경기도 가평군
647,케이엘리조트,야영장,37.701486,127.454866,경기도 가평군 설악면 유명로 2204,경기도 가평군 회곡리 305-4,031-0000-0000,11,2753,,44,11,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2073,가평군청 관광과,2019-09-08,4160000,경기도 가평군
648,관리도캠핑장,야영장,35.81773683,126.3688854,전라북도 군산시 옥도면 관리도길 60-19,전라북도 군산시 옥도면 관리도리 66,000-0000-0000,12,3376,91,50,0,샤워부스+개수대+남자화장실+여자화장실+화로대+전기시설,소화기,놀이터,지정일 14:00 ~ 익일 12:00,28000,063-454-3345,전라북도 군산시청,2019-09-06,4670000,전라북도 군산시
649,카라반캠프,야영장,37.16912547,126.6279158,경기도 화성시 서신면 해안길 72,경기도 화성시 서신면 제부리 20-26번지,031-357-8031,12,750,0,68,3,전기시설+샤워실+화장실,소화기+확성기+대피공간,,,"비수기주중 120,000원/비수기금,일 150,000원/ 비수기 토,공휴일전일 190,000원/준성수기주중 150,000원/준성수기금,일 170,000원/ 준성수기 토,공휴일전일 200,000원/성수기 주중 170,000원/성수기 금,일 200,000원/ 성수기 토,공휴일전일 220,000원 / 극성수기  250,000원",031-5189-6049,화성시청,2020-01-22,5530000,경기도 화성시
650,글램비글램핑,야영장,37.16971749,126.6282102,경기도 화성시 서신면 해안길 64,경기도 화성시 서신면 제부리 20-15번지,031-357-7877,66,4118,84.96,200,17,전기시설+샤워실+화장실+매점,소화기+대피공간+방송장비+CCTV,,,"주중 68,000원/금 118,000원/주말 148,000원",031-5189-6049,화성시청,2020-01-22,5530000,경기도 화성시
651,화성시 향남오토캠핑장,자동차야영장,37.1391281,126.9290844,경기도 화성시 향남읍 도이2길 113-26,경기도 화성시 향남읍 도이리 240-1번지,031-8059-4763,43,14649,313.05,268,6,전기시설+샤워실+화장실+조리대,소화기+대피공간+방송장비+CCTV,조합놀이대+트램폴린 2,,"평일 25000원(a형), 30000원(b형)/주말 및 공휴일 30000원(a형), 40000원(b형)",031-5189-2665,화성시청,2020-01-22,5530000,경기도 화성시
652,백미리 희망캠핑장,야영장,37.14734237,126.6827685,경기도 화성시 서신면 백미길 210-24,경기도 화성시 서신면 백미리 266-8번지,031-357-3379,30,4070,84,150,30,전기시설+샤워실+화장실+조리대,소화기+대피공간+방송장비+CCTV,,,"비수기주중 30000원/비수기주말 40000원/성수기 주중, 주말 40000원",031-5189-6049,화성시청,2020-01-22,5530000,경기도 화성시
653,산내들 야영장,야영장,37.2094731,126.8944277,경기도 화성시 비봉면 자청로207번길 21-60,경기도 화성시 비봉면 청요리 692번지,000-0000-0000,34,4251,198,160,4,전기시설+샤워실+화장실+조리대,소화기+대피공간+방송장비+CCTV,,,"비수기,성수기 주말 40000원",031-5189-6049,화성시청,2020-01-22,5530000,경기도 화성시
654,공주산림휴양마을,야영장,36.4234219,127.1187238,충청남도 공주시 금학동 140-1,충청남도 공주시 수자원공원길 223,041-840-2573,20,,,80,,화장실 1동/취사장1/샤워장12,소화기,,,,041-840-8081,공주시,2019-09-25,4500000,충청남도 공주시
655,왕송호수캠핑장,야영장,37.3059419,126.952548,경기도 의왕시 왕송못동로 295,경기도 의왕시 월암동 571,031-8086-7371,35,,,140,,"공동 화장실, 공동샤워장",소화기+방송장비+소화전+연기감지기+안전요원,"카라반 10, 글램핑 15, 데크 10",지정일 14:00~익일 11:00,"카라반,글램핑 평일 70,000원+주말 90,000원+성수기 120,000야영데크 평일 20,000원+주말, 성수기 25,000",031-8086-7300,의왕도시공사,2020-01-01,B552752,의왕도시공사
656,시흥갯골캠핑장,야영장,37.38988776,126.7628417,경기도 시흥시 동서로 137-71,경기도 시흥시 월곶동 520-240,031-488-6998,42,38157,123,264,300,화장실+음수대+샤워실,소화기+확성기,고정형텐트 3동,지정일 14:00~익일 11:00,"일반데크 : 35,000원 + 일반데크(시흥시민) : 25,000원 + 패키지존(칠면초 5~6번) : 65,000원 침낭,텐트,트윈버너,바닥매트,코펠 제공 + 게르(모새달) : 90,000원 + 게르(모새달, 시흥시민) : 70,000원",031-488-6998,시흥도시공사,2019-12-27,B554066,시흥도시공사
657,한터팜오토캠핑장,자동차야영장,37.26072344,127.2527244,경기도 용인시 처인구 양지면 한터로 432-12,경기도 용인시 처인구 양지면 대대리 299-1번지,000-0000-0000,30,,,120,,전기시설+하수도시설+개수대,소화기+확성기+안전게시물+관리요원,,,,031-324-2117,용인시청,2019-12-03,4050000,경기도 용인시
658,제일관광캠핑장,자동차야영장,37.15920243,127.2955401,경기도 용인시 처인구 원삼면 문촌로 174,경기도 용인시 처인구 원삼면 문촌리 241-1번지,000-0000-0000,5,,,20,,전기시설+하수도시설+개수대,소화기+확성기+관리요원,,,,031-324-2117,용인시청,2019-12-03,4050000,경기도 용인시
659,팡팡캠핑장,야영장,37.18173919,127.2913305,경기도 용인시 처인구 원삼면 동부로 1041,경기도 용인시 처인구 원삼면 사암리 1024-31번지,000-0000-0000,28,,,110,,전기시설+하수도시설+개수대,소화기+확성기+안전게시물+관리요원,,,,031-324-2117,용인시청,2019-12-03,4050000,경기도 용인시
660,양달캠핑장,야영장,37.14921779,127.2871264,경기도 용인시 처인구 원삼면 학일로 100-2,경기도 용인시 처인구 원삼면 학일리 368-2번지,000-0000-0000,30,,,120,,전기시설+하수도시설+개수대,소화기+확성기+안전게시물+대피소+관리요원,,,,031-324-2117,용인시청,2019-12-03,4050000,경기도 용인시
661,싱글벙글캠핑장,야영장,37.21207541,127.1586636,경기도 용인시 처인구 이동읍 상덕로 95-62,경기도 용인시 처인구 이동면 서리 855-1번지,000-0000-0000,13,,,50,,전기시설+하수도시설+개수대,소화기+확성기+대피소+관리요원,,,,031-324-2117,용인시청,2019-12-03,4050000,경기도 용인시
662,계룡산글램핑파크오브드림,야영장,36.36896981,127.258465,충청남도 공주시 반포면 학봉리 335,충청남도 공주시 반포면 계룡대로 1353,041-960-1111,37,,,148,,화장실 1동/취사장1/샤워장15,소화기,,,,041-840-8081,공주시,2019-09-25,4500000,충청남도 공주시
663,영우네 농어촌 관광농원,야영장,36.496394,127.034987,충청남도 공주시 사곡면 화월리 592-1,충청남도 공주시 사곡면 월은길 41,000-0000-0000,25,,,100,,화장실 1동/취사장1/샤워장16,소화기,,,,041-840-8081,공주시,2019-09-25,4500000,충청남도 공주시
664,주노글램핑,야영장,36.36582254,127.2575505,충청남도 공주시 동학사 1로 65,충청남도 공주시 동학사 1로 65,000-0000-0000,33,,,132,,화장실 1동/취사장1/샤워장17,소화기,,,,041-840-8081,공주시,2019-09-25,4500000,충청남도 공주시
665,샛별글램핑,야영장,36.45240845,126.3358089,충청남도 태안군 안면읍 샛별길 238-12,충청남도 태안군 안면읍 신야리 733-17,041-000-0000,2,650,50,28,,전기시설+하수도시설,소화기+대피공간,,,,041-670-2766,태안군청,2020-01-28,6440000,충청남도
